Target_Location,Name,Cuisine,Rating,Cost_for_Two,URL
Bangalore,Murphy's Brewhouse - The Paul Bangalore,"Continental, Mexican, Italian, Fast Food, North Indian, Irish, Desserts, Beverages",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/murphys-brewhouse-the-paul-bangalore-domlur-bangalore/info
Bangalore,GOPIZZA,"Pizza, Fast Food, Beverages",3.9,₹500 for two,https://www.zomato.com/bangalore/gopizza-rt-nagar-bangalore/info
Bangalore,Lotus Pavilion - ITC Gardenia,"Continental, North Indian, Beverages, Desserts, Pasta",4.0,"₹3,500 for two",https://www.zomato.com/bangalore/lotus-pavilion-itc-gardenia-richmond-road-bangalore/info
Bangalore,Miso Sexy,"Japanese, Chinese, Sushi, Beverages",4.5,"₹1,800 for two",https://www.zomato.com/bangalore/miso-sexy-indiranagar-bangalore/info
Bangalore,Huber & Holly,"Ice Cream, Desserts, Bakery, Pizza, Sandwich, Fast Food, Shake, Beverages",4.2,₹450 for two,https://www.zomato.com/bangalore/huber-holly-marathahalli-bangalore/info
Bangalore,Pizza 4P's,"Pizza, Pasta",4.5,"₹1,000 for two",https://www.zomato.com/bangalore/pizza-4ps-indiranagar-bangalore/info
Bangalore,Whimsy Whisky House,"Bar Food, South Indian, North Indian, Chinese, Asian, Continental, Italian, Salad",4.4,"₹2,100 for two",https://www.zomato.com/bangalore/whimsy-whisky-house-kadubeesanahalli-bangalore/info
Bangalore,The Red Box,"Chinese, Momos, Oriental",3.9,₹500 for two,https://www.zomato.com/bangalore/the-red-box-2-marathahalli-bangalore/info
Bangalore,Hoppipola,"Continental, Italian, Chinese, North Indian, Pizza, Beverages",4.0,"₹2,000 for two",https://www.zomato.com/bangalore/hoppipola-church-street/info
Bangalore,Gatsby,"Finger Food, Healthy Food, North Indian, Asian, Sushi, Chinese, South Indian, Pizza",4.4,"₹2,500 for two",https://www.zomato.com/bangalore/gatsby-bannerghatta-road-bangalore/info
Bangalore,Somras bar and kitchen,"North Indian, South Indian, Chinese, Continental, Seafood, Pizza, Beverages",4.2,"₹1,000 for two",https://www.zomato.com/bangalore/somras-bar-and-kitchen-1-hsr-bangalore/info
Bangalore,Siren Cocktail Bar,"Continental, Mexican",3.9,"₹2,000 for two",https://www.zomato.com/bangalore/siren-cocktail-bar-lavelle-road-bangalore/info
Bangalore,Sathya's,"North Indian, Chinese, Beverages",4.1,"₹1,400 for two",https://www.zomato.com/bangalore/sathyas-koramangala-1st-block-bangalore/info
Bangalore,Pizza Hut,"Pizza, Italian, Pasta, Fast Food, Desserts, Beverages",3.7,₹600 for two,https://www.zomato.com/bangalore/pizza-hut-airport-road/info
Bangalore,High Brew,"Bar Food, Beverages",4.2,"₹1,800 for two",https://www.zomato.com/bangalore/high-brew-jp-nagar-bangalore/info
Bangalore,Graffiti by HOC,"Continental, Chinese, Modern Indian, Beverages",4.3,"₹1,000 for two",https://www.zomato.com/bangalore/graffiti-by-hoc-kalyan-nagar-bangalore/info
Bangalore,Street 1522,"North Indian, Asian, Seafood, Continental, Mughlai, Kebab, Street Food, Beverages",4.3,"₹2,200 for two",https://www.zomato.com/bangalore/street-1522-sarjapur-road-bangalore/info
Bangalore,Monaco Ice Cream,"Ice Cream, Desserts, Shake, Beverages",3.6,₹300 for two,https://www.zomato.com/bangalore/monaco-ice-cream-koramangala-6th-block-bangalore/info
Bangalore,Chinese Wok,"Momos, Chinese",3.9,₹700 for two,https://www.zomato.com/bangalore/chinese-wok-hsr-bangalore/info
Bangalore,Kari Theory - Namma Bar & Kitchen,"South Indian, North Indian, Street Food, Biryani, Continental, Asian, Italian, Bar Food",4.0,"₹3,500 for two",https://www.zomato.com/bangalore/kari-theory-namma-bar-kitchen-ulsoor-bangalore/info
Bangalore,Tall Oaks,"Asian, Continental, North Indian, Chinese, Seafood, Mexican, Bar Food, South Indian",4.3,"₹1,200 for two",https://www.zomato.com/bangalore/tall-oaks-seegehalli-bangalore/info
Bangalore,Roto Rooftop Taproom,"Continental, North Indian, Asian",N/A,"₹1,200 for two",https://www.zomato.com/bangalore/roto-rooftop-taproom-hennur-bangalore/info
Bangalore,The Rameshwaram Cafe,"South Indian, Beverages",4.1,₹200 for two,https://www.zomato.com/bangalore/the-rameshwaram-cafe-indiranagar-bangalore/info
Bangalore,The Drawing Room By Smoke House Deli,"Continental, Italian, Beverages",4.6,"₹3,000 for two",https://www.zomato.com/bangalore/the-drawing-room-by-smoke-house-deli-indiranagar-bangalore/info
Bangalore,Burger King,"Burger, Fast Food, Desserts, Beverages",3.8,₹400 for two,https://www.zomato.com/bangalore/burger-king-new-bel-road/info
Bangalore,HSR High Street,"Chinese, Oriental, North Indian, Mughlai, Biryani, Seafood, Desserts",3.9,"₹1,000 for two",https://www.zomato.com/bangalore/hsr-high-street-hsr/info
Bangalore,Biggies Burger,"Burger, American, Fast Food, Wraps, Beverages, Shake",3.6,₹350 for two,https://www.zomato.com/bangalore/biggies-burger-cunningham-road-bangalore/info
Bangalore,Barkaas Indo Arabic Restaurant,"Arabian, North Indian, Biryani, Mandi, Desserts",4.1,"₹1,000 for two",https://www.zomato.com/bangalore/barkaas-indo-arabic-restaurant-1-koramangala-5th-block-bangalore/info
Bangalore,Aarzoo The Perfect Dessert Shop,"Desserts, Shake, Juices",4.1,₹400 for two,https://www.zomato.com/bangalore/aarzoo-the-perfect-dessert-shop-frazer-town-bangalore/info
Bangalore,Antera Kitchen And Bar,"South Indian, North Indian, Biryani, Chinese, Desserts",4.4,"₹1,200 for two",https://www.zomato.com/bangalore/antera-kitchen-and-bar-marathahalli-bangalore/info
Bangalore,Tiamo - Conrad Bengaluru,"Italian, Mediterranean, Fast Food",4.3,"₹3,000 for two",https://www.zomato.com/bangalore/tiamo-conrad-bengaluru-ulsoor/info
Bangalore,Roti Kulcha aur Naan,N/A,3.5,₹500 for two,https://www.zomato.com/bangalore/roti-kulcha-aur-naan-hsr-bangalore/info
Bangalore,Chin Lung Brewery,"Bar Food, Beverages",4.2,"₹1,000 for two",https://www.zomato.com/bangalore/chin-lung-brewery-indiranagar-bangalore/info
Bangalore,Gabru Di Chaap,"North Indian, Momos, Fast Food, Wraps, Beverages",3.8,₹500 for two,https://www.zomato.com/bangalore/gabru-di-chaap-thippasandra-bangalore/info
Bangalore,Raata Multicuisine Restaurant,"South Indian, Arabian",4.1,₹300 for two,https://www.zomato.com/bangalore/raata-multicuisine-restaurant-basaveshwara-nagar-bangalore/info
Bangalore,The Pump House,"Continental, Chinese, North Indian, Italian, Asian, Salad, Pizza, Desserts",4.6,"₹1,600 for two",https://www.zomato.com/bangalore/the-pump-house-whitefield-bangalore/info
Bangalore,Beijing Bites,"Chinese, Seafood, Thai, Rolls, Momos, Malaysian",4.0,"₹1,000 for two",https://www.zomato.com/bangalore/beijing-bites-3-jp-nagar/info
Bangalore,Go Wild- Cafe Bar and Kitchen,N/A,3.8,"₹1,200 for two",https://www.zomato.com/bangalore/go-wild-cafe-bar-and-kitchen-koramangala-5th-block-bangalore/info
Bangalore,Hangover Taproom,"North Indian, Continental, Asian, Fast Food",4.0,"₹1,600 for two",https://www.zomato.com/bangalore/hangover-taproom-indiranagar-bangalore/info
Bangalore,Monkey Bar,"Continental, North Indian, Beverages",3.9,"₹2,000 for two",https://www.zomato.com/bangalore/monkey-bar-church-street-bangalore/info
Bangalore,"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Shake, Beverages, Desserts, Ice Cream, Waffle, Healthy Food",3.9,₹350 for two,https://www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-new-bel-road-bangalore/info
Bangalore,Babai Tiffins,"South Indian, Andhra, Street Food",4.1,₹300 for two,https://www.zomato.com/bangalore/babai-tiffins-1-hsr-bangalore/info
Bangalore,Chime - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,"Finger Food, Shake",4.4,"₹3,000 for two",https://www.zomato.com/bangalore/chime-sheraton-grand-bengaluru-whitefield-hotel-convention-centre-itpl-main-road-whitefield-bangalore/info
Bangalore,Absolute Shawarma,"Shawarma, Fast Food, Burger, Pizza, Wraps, Momos, Waffle, Shake",3.9,₹300 for two,https://www.zomato.com/bangalore/absolute-shawarma-chanapatna-bangalore/info
Bangalore,The Black Pearl,"BBQ, North Indian, Biryani",4.2,"₹2,100 for two",https://www.zomato.com/bangalore/the-black-pearl-kadubeesanahalli-bangalore/info
Bangalore,Third Wave Coffee,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Tea, Beverages",4.0,₹700 for two,https://www.zomato.com/bangalore/third-wave-coffee-sarjapur-road-bangalore/info
Bangalore,Roastea,"Coffee, Beverages, Italian, European",4.4,₹600 for two,https://www.zomato.com/bangalore/roastea-koramangala-4th-block-bangalore/info
Bangalore,Entropy,"Pizza, Pasta, Italian, Desserts, Beverages",3.9,"₹1,000 for two",https://www.zomato.com/bangalore/entropy-bommanahalli-bangalore/info
Bangalore,Olio - The Wood Fired Pizzeria,"Pizza, Italian",3.1,"₹1,000 for two",https://www.zomato.com/bangalore/olio-the-wood-fired-pizzeria-hosur-road-bangalore/info
Bangalore,LIT Gastro Pub,"Continental, North Indian, Chinese, Italian, Bar Food, Beverages",4.1,"₹1,800 for two",https://www.zomato.com/bangalore/lit-gastro-pub-church-street-bangalore/info
Bangalore,Soho,"Salad, Chinese, Kebab, Pizza, Fast Food, Biryani, Desserts, Beverages",4.0,"₹1,900 for two",https://www.zomato.com/bangalore/soho-basavanagudi-bangalore/info
Bangalore,The Café Stories,"Chinese, Italian, Fast Food, Momos, Shake, Coffee, Beverages",4.1,₹300 for two,https://www.zomato.com/bangalore/the-caf%C3%A9-stories-whitefield-bangalore/info
Bangalore,Nysa Sky Bar,"South Indian, Chinese, Pizza",4.4,"₹1,500 for two",https://www.zomato.com/bangalore/nysa-sky-bar-2-yelahanka-bangalore/info
Bangalore,Toscano,"Italian, Pizza, Pasta, Continental, Seafood, Steak, Beverages",4.6,"₹1,800 for two",https://www.zomato.com/bangalore/toscano-koramangala-7th-block/info
Bangalore,Taste Of India,"Biryani, Rolls, North Indian",3.7,₹550 for two,https://www.zomato.com/bangalore/taste-of-india-1-btm-bangalore/info
Bangalore,PI - Lounge Bar,"Pizza, North Indian, Fast Food",3.8,"₹1,000 for two",https://www.zomato.com/bangalore/pi-lounge-bar-mahadevapura-bangalore/info
Bangalore,Kacchi Dum Original Biryani,"Biryani, North Indian, Hyderabadi",3.3,"₹1,000 for two",https://www.zomato.com/bangalore/kacchi-dum-original-biryani-btm-bangalore/info
Bangalore,AMMA'S BIRIYANI,"Biryani, Beverages, Desserts",-,₹600 for two,https://www.zomato.com/bangalore/ammas-biriyani-devanahalli/info
Bangalore,Glassy 2.0,"Bar Food, North Indian, Biryani, Beverages",3.9,"₹1,700 for two",https://www.zomato.com/bangalore/glassy-2-0-bellandur-bangalore/info
Bangalore,The Fisherman's Wharf,"North Indian, Chinese, Seafood, Goan, Finger Food, Continental, Desserts, Beverages",4.1,"₹1,900 for two",https://www.zomato.com/bangalore/the-fishermans-wharf-sarjapur-road/info
Bangalore,Mystic Verdaance,"North Indian, Chinese, South Indian",N/A,"₹1,050 for two",https://www.zomato.com/bangalore/mystic-verdaance-1-jalahalli-bangalore/info
Bangalore,7 Plates,"North Indian, Mughlai, Arabian, Chinese, Seafood",3.0,₹850 for two,https://www.zomato.com/bangalore/7-plates-kalyan-nagar/info
Bangalore,Nido Craft Kitchen & Bar,"Bar Food, North Indian, Seafood, Chinese, South Indian, Continental, Italian, Desserts",4.4,"₹1,200 for two",https://www.zomato.com/bangalore/nido-craft-kitchen-bar-sahakara-nagar-bangalore/info
Bangalore,JW Kitchen - JW Marriott Bengaluru,"North Indian, Continental, Mughlai, Beverages, Desserts, Asian",4.4,"₹5,000 for two",https://www.zomato.com/bangalore/jw-kitchen-jw-marriott-bengaluru-lavelle-road/info
Bangalore,Soul Indian Specialty - Svenska Design Hotel,"North Indian, Kebab, Mughlai, Desserts",3.6,"₹2,500 for two",https://www.zomato.com/bangalore/soul-indian-specialty-svenska-design-hotel-electronic-city/info
Bangalore,Bubbles & Co.,"Waffle, Bubble Tea, Shake, Beverages",4.0,₹550 for two,https://www.zomato.com/bangalore/bubbles-co-bellandur-bangalore/info
Bangalore,Kottayam The Restaurant,"Kerala, Seafood, South Indian, Biryani, Chinese",3.4,₹500 for two,https://www.zomato.com/bangalore/kottayam-the-restaurant-2-hsr-bangalore/info
Bangalore,Nandhini Deluxe,"Andhra, Biryani, North Indian, Chinese",3.8,"₹1,200 for two",https://www.zomato.com/bangalore/nandhini-deluxe-hesaraghatta-bangalore/info
Bangalore,Sashay-Taproom Kitchen,"Asian, Modern Indian, Continental, Sushi, North Indian, Chinese, Desserts, Beverages",4.7,"₹2,000 for two",https://www.zomato.com/bangalore/sashay-taproom-kitchen-whitefield-bangalore/info
Bangalore,BLR Chakna Bar,"Bar Food, South Indian, North Indian, Mughlai, Biryani, Chinese",N/A,"₹1,000 for two",https://www.zomato.com/bangalore/blr-chakna-bar-1-kadubeesanahalli-bangalore/info
Bangalore,Hype - Shangri-La Hotel,"Finger Food, Beverages, Desserts",4.6,"₹3,500 for two",https://www.zomato.com/bangalore/hype-shangri-la-hotel-vasanth-nagar-bangalore/info
Bangalore,Ambur Star Briyani Since 1890,"Biryani, South Indian, Chinese, Chettinad, North Indian, Sichuan",3.9,₹900 for two,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-jp-nagar-bangalore/info
Bangalore,Hornbill’s Kitchen,"South Indian, Naga, Beverages",3.8,"₹1,000 for two",https://www.zomato.com/bangalore/hornbills-kitchen-koramangala-7th-block-bangalore/info
Bangalore,Glen's Bakehouse,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",3.6,"₹1,000 for two",https://www.zomato.com/bangalore/glens-bakehouse-sarjapur-road-bangalore/info
Bangalore,Dhaba - Estd 1986 Delhi,"North Indian, Mughlai, Desserts, Paan",4.3,"₹1,200 for two",https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-marathahalli-bangalore/info
Bangalore,Nammuru Mangaluru,"Mangalorean, Seafood, Biryani",4.1,₹950 for two,https://www.zomato.com/bangalore/nammuru-mangaluru-jakkur-bangalore/info
Bangalore,Nothing Before Coffee,"Cafe, Coffee, Tea, Shake, Fast Food, Beverages",4.0,₹300 for two,https://www.zomato.com/bangalore/nothing-before-coffee-koramangala-7th-block-bangalore/info
Bangalore,Big Barrel BrewPub,"Chinese, Salad, North Indian, Oriental, Mexican, Italian, Continental, Beverages",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/big-barrel-brewpub-rajarajeshwari-nagar-bangalore/info
Bangalore,Brew Meister,"North Indian, Chinese, Fast Food, Mughlai, Pizza, Seafood, Desserts, Beverages",4.0,"₹2,000 for two",https://www.zomato.com/bangalore/brew-meister-jayanagar/info
Bangalore,Karama Restaurant,"Kashmiri, Mughlai, Arabian, BBQ, Seafood, Biryani, North Indian, Desserts",4.0,"₹1,200 for two",https://www.zomato.com/bangalore/karama-restaurant-frazer-town/info
Bangalore,Al Daaz,"North Indian, Chinese, Mughlai, BBQ, Seafood, Fast Food, Biryani, Beverages",3.9,₹600 for two,https://www.zomato.com/bangalore/al-daaz-hsr/info
Mumbai,BAĞLAMI,N/A,3.8,N/A,https://www.zomato.com/mumbai/ba%C4%9Flami-bandra-kurla-complex/info
Mumbai,Lyla,N/A,4.0,N/A,https://www.zomato.com/mumbai/lyla-bandra-kurla-complex/info
Mumbai,Amazonia,N/A,4.1,N/A,https://www.zomato.com/mumbai/amazonia-bandra-kurla-complex/info
Mumbai,Bandra Born,N/A,4.7,N/A,https://www.zomato.com/mumbai/bandra-born-bandstand-bandra-west/info
Mumbai,Global Fusion,N/A,4.1,N/A,https://www.zomato.com/mumbai/global-fusion-chembur/info
Mumbai,Tanatan,N/A,4.6,N/A,https://www.zomato.com/mumbai/tanatan-dadar-shivaji-park/info
Mumbai,Millo,N/A,4.4,N/A,https://www.zomato.com/mumbai/millo-lower-parel/info
Mumbai,SAZ American Brasserie,N/A,4.5,N/A,https://www.zomato.com/mumbai/saz-american-brasserie-bandra-east/info
Mumbai,Not Just Tamasha,N/A,4.4,N/A,https://www.zomato.com/mumbai/not-just-tamasha-lower-parel/info
